basin,campaign,site_id,hydrogeomorphic_zone,elevation_navd88,latitude,longitude,station,plot,replicate,sample_id,time_marker_deployed,time_marker_sampled,notes_time_marker_sampled,sediment_accretion,days_between_sampling_and_deployment,normalized_accretion,soil_bulk_density,soil_organic_matter_content,soil_organic_carbon,soil_organic_carbon_density
Atchafalaya,Spring_2021,WLD_T3,subtidal,-0.269,29.49547534,-91.44216698,SUB,X,B,21SM2SUBXB,2019-10-04,2021-03-29,NA,46,542,31,0.284,5.3,1.4,0.004
Atchafalaya,Spring_2021,WLD_T3,subtidal,-0.269,29.49547534,-91.44216698,SUB,Y,A,21SM2SUBYA,2019-10-04,2021-03-29,NA,50,542,34,0.236,6.8,1.4,0.003
Atchafalaya,Spring_2021,WLD_T3,subtidal,-0.269,29.49547534,-91.44216698,SUB,Y,B,21SM2SUBYB,2019-10-04,2021-03-29,NA,38,542,25,0.334,4.9,0.9,0.003
Atchafalaya,Spring_2021,WLD_T3,subtidal,-0.269,29.49547534,-91.44216698,SUB,Z,A,21SM2SUBZA,2019-10-04,2021-03-29,NA,48,542,33,0.163,6.6,1.5,0.002
Atchafalaya,Spring_2021,WLD_T3,subtidal,-0.269,29.49547534,-91.44216698,SUB,Z,B,21SM2SUBZB,2019-10-04,2021-03-29,NA,29,542,20,0.218,6.5,1.3,0.003
Atchafalaya,Spring_2021,WLD_T3,intertidal,0.249,29.49446139,-91.44106216,SUP,X,A,21SM2SUPXA,2019-10-04,2021-03-29,NA,87,542,58,0.62,6.5,1.3,0.008
Atchafalaya,Spring_2021,WLD_T3,intertidal,0.249,29.49446139,-91.44106216,SUP,X,B,21SM2SUPXB,2019-10-04,2021-03-29,NA,78,542,52,0.618,6.9,1.4,0.009
Atchafalaya,Spring_2021,WLD_T3,intertidal,0.249,29.49446139,-91.44106216,SUP,Y,A,21SM2SUPYA,2019-10-04,2021-03-29,NA,113,542,76,0.56,6.4,1.3,0.007
Atchafalaya,Spring_2021,WLD_T3,intertidal,0.249,29.49446139,-91.44106216,SUP,Y,B,21SM2SUPYB,2019-10-04,2021-03-29,NA,89,542,60,0.549,7.5,1.5,0.008
Atchafalaya,Spring_2021,WLD_T3,intertidal,0.249,29.49446139,-91.44106216,SUP,Z,A,21SM2SUPZA,2019-10-04,2021-03-29,NA,71,542,48,0.405,5.6,1.4,0.006
Atchafalaya,Spring_2021,WLD_T3,intertidal,0.249,29.49446139,-91.44106216,SUP,Z,B,21SM2SUPZB,2019-10-04,2021-03-29,NA,102,542,69,0.68,5.8,1.3,0.009
Atchafalaya,Fall_2021,CRMS_2568,supratidal,0.554,29.56425622,-91.35489157,V25,X,A,21F2568VXA,2019-10-17,-9999,Marker destroyed by fallen tree during hurricane Ida. Station reployed on 11/30/21. Next measurement to occur March 2022.,-9999,-9999,-9999,-9999,-9999,-9999,-9999
Atchafalaya,Fall_2021,CRMS_2568,supratidal,0.554,29.56425622,-91.35489157,V25,X,B,21F2568VXB,2019-10-17,-9999,Marker destroyed by fallen tree during hurricane Ida. Station reployed on 11/30/21. Next measurement to occur March 2022.,-9999,-9999,-9999,-9999,-9999,-9999,-9999
Atchafalaya,Fall_2021,CRMS_2568,supratidal,0.554,29.56425622,-91.35489157,V25,Y,A,21F2568VYA,2019-10-17,-9999,Marker destroyed by fallen tree during hurricane Ida. Station reployed on 11/30/21. Next measurement to occur March 2022.,-9999,-9999,-9999,-9999,-9999,-9999,-9999
Atchafalaya,Fall_2021,CRMS_2568,supratidal,0.554,29.56425622,-91.35489157,V25,Y,B,21F2568VYB,2019-10-17,-9999,Marker destroyed by fallen tree during hurricane Ida. Station reployed on 11/30/21. Next measurement to occur March 2022.,-9999,-9999,-9999,-9999,-9999,-9999,-9999
Atchafalaya,Fall_2021,CRMS_2568,supratidal,0.554,29.56425622,-91.35489157,V25,Z,A,21F2568VZA,2019-10-17,-9999,Marker destroyed by fallen tree during hurricane Ida. Station reployed on 11/30/21. Next measurement to occur March 2022.,-9999,-9999,-9999,-9999,-9999,-9999,-9999
Atchafalaya,Fall_2021,CRMS_2568,supratidal,0.554,29.56425622,-91.35489157,V25,Z,B,21F2568VZB,2019-10-17,-9999,Marker destroyed by fallen tree during hurricane Ida. Station reployed on 11/30/21. Next measurement to occur March 2022.,-9999,-9999,-9999,-9999,-9999,-9999,-9999
Atchafalaya,Fall_2021,CRMS_2568,supratidal,0.554,29.56425622,-91.35489157,T25,X,A,21F2568TXA,2019-10-17,2021-10-06,NA,20,720,10,0.034,72.5,35.1,0.012
Atchafalaya,Fall_2021,CRMS_2568,supratidal,0.554,29.56425622,-91.35489157,T25,X,B,21F2568TXB,2019-10-17,2021-10-06,NA,12,720,6,0.021,67.7,29.9,0.006
Atchafalaya,Fall_2021,CRMS_2568,supratidal,0.554,29.56425622,-91.35489157,T25,Y,A,21F2568TYA,2019-10-17,2021-10-06,NA,33,720,17,0.052,50.7,23.8,0.012
Atchafalaya,Fall_2021,CRMS_2568,supratidal,0.554,29.56425622,-91.35489157,T25,Y,B,21F2568TYB,2019-10-17,2021-10-06,NA,24,720,12,0.018,46.8,22.2,0.004
Atchafalaya,Fall_2021,CRMS_2568,supratidal,0.554,29.56425622,-91.35489157,T25,Z,A,21F2568TZA,2019-10-17,2021-10-06,NA,13,720,7,0.019,50.7,24.7,0.005
Atchafalaya,Fall_2021,CRMS_2568,supratidal,0.554,29.56425622,-91.35489157,T25,Z,B,21F2568TZB,2019-10-17,2021-10-06,NA,17,720,9,0.029,51.8,24.4,0.007
Terrebonne,Fall_2021,CRMS_0294,intertidal,0.248,29.41982701,-90.94793212,V25,X,A,21F294V25XA,2019-10-09,2021-09-27,NA,69,719,35,0.028,68.8,31.1,0.009
Terrebonne,Fall_2021,CRMS_0294,intertidal,0.248,29.41982701,-90.94793212,V25,Y,A,21F294V25YA,2019-10-09,2021-09-27,NA,51,719,26,0.021,69.7,30.8,0.006
Terrebonne,Fall_2021,CRMS_0294,intertidal,0.248,29.41982701,-90.94793212,V25,Y,B,21F294V25YB,2019-10-09,2021-09-27,NA,51,719,26,0.022,68.6,31.4,0.007
Terrebonne,Fall_2021,CRMS_0294,intertidal,0.248,29.41982701,-90.94793212,V25,Z,A,21F294V25ZA,2019-10-09,2021-09-27,NA,35,719,18,0.031,61.8,30.9,0.01
Terrebonne,Fall_2021,CRMS_0294,intertidal,0.248,29.41982701,-90.94793212,V25,Z,B,21F294V25ZB,2019-10-09,2021-09-27,NA,22,719,11,0.03,71.3,31.9,0.009
Terrebonne,Fall_2021,CRMS_0294,intertidal,0.261,29.41958981,-90.94773758,V50,X,A,21F294V50XA,2019-10-09,2021-09-27,NA,34,719,17,0.011,74.3,38.4,0.004
Terrebonne,Fall_2021,CRMS_0294,intertidal,0.261,29.41958981,-90.94773758,V50,X,B,21F294V50XB,2019-10-09,2021-09-27,NA,42,719,21,0.025,80.6,42.1,0.01
Terrebonne,Fall_2021,CRMS_0294,intertidal,0.261,29.41958981,-90.94773758,V50,Y,A,21F294V50YA,2019-10-09,2021-09-27,NA,66,719,34,0.03,71.5,36.7,0.011
Terrebonne,Fall_2021,CRMS_0294,intertidal,0.261,29.41958981,-90.94773758,V50,Z,A,21F294V50ZA,2019-10-09,2021-09-27,NA,30,719,15,0.023,66.6,31.6,0.007
Terrebonne,Fall_2021,CRMS_0294,intertidal,0.261,29.41958981,-90.94773758,V50,Z,B,21F294V50ZB,2019-10-09,2021-09-27,NA,54,719,27,0.031,71.2,31.9,0.01
Atchafalaya,Fall_2021,CRMS_0322,intertidal,0.143,29.24540229,-91.10630862,V25,X,A,21F322V25XA,2019-10-09,2021-09-23,NA,43,715,22,0.147,23.2,12.6,0.019
Atchafalaya,Fall_2021,CRMS_0322,intertidal,0.143,29.24540229,-91.10630862,V25,X,B,21F322V25XB,2019-10-09,2021-09-23,NA,28,715,14,0.116,21.7,9.2,0.011
Atchafalaya,Fall_2021,CRMS_0322,intertidal,0.143,29.24540229,-91.10630862,V25,Y,A,21F322V25YA,2019-10-09,2021-09-23,NA,23,715,12,0.092,32.7,12.8,0.012
Atchafalaya,Fall_2021,CRMS_0322,intertidal,0.143,29.24540229,-91.10630862,V25,Y,B,21F322V25YB,2019-10-09,2021-09-23,NA,25,715,13,0.12,20.9,6.7,0.008
Atchafalaya,Fall_2021,CRMS_0322,intertidal,0.143,29.24540229,-91.10630862,V25,Z,A,21F322V25ZA,2019-10-09,2021-09-23,NA,25,715,13,0.073,38.7,14.8,0.011
Atchafalaya,Fall_2021,CRMS_0322,intertidal,0.143,29.24540229,-91.10630862,V25,Z,B,21F322V25ZB,2019-10-09,2021-09-23,NA,21,715,11,0.073,42.1,15,0.011
Atchafalaya,Fall_2021,CRMS_0322,intertidal,0.12,29.24568511,-91.10631544,V50,X,A,21F322V50XA,2019-10-09,2021-09-23,NA,27,715,14,0.07,43.8,18.8,0.013
Atchafalaya,Fall_2021,CRMS_0322,intertidal,0.12,29.24568511,-91.10631544,V50,X,B,21F322V50XB,2019-10-09,2021-09-23,NA,28,715,14,0.061,43.7,19.2,0.012
Atchafalaya,Fall_2021,CRMS_0322,intertidal,0.12,29.24568511,-91.10631544,V50,Y,A,21F322V50YA,2019-10-09,2021-09-23,NA,48,715,25,0.066,36.1,14.9,0.01
Atchafalaya,Fall_2021,CRMS_0322,intertidal,0.12,29.24568511,-91.10631544,V50,Y,B,21F322V50YB,2019-10-09,2021-09-23,NA,26,715,13,0.057,41.7,16.7,0.01
Atchafalaya,Fall_2021,CRMS_0322,intertidal,0.12,29.24568511,-91.10631544,V50,Z,A,21F322V50ZA,2019-10-09,2021-09-23,NA,35,715,18,0.062,33.4,13.1,0.008
Atchafalaya,Fall_2021,CRMS_0322,intertidal,0.12,29.24568511,-91.10631544,V50,Z,B,21F322V50ZB,2019-10-09,2021-09-23,NA,26,715,13,0.078,36.7,15.4,0.012
Terrebonne,Fall_2021,CRMS_0396,intertidal,0.095,29.34186159,-90.88526672,V25,X,A,21F396V25XA,2019-10-23,2021-09-24,NA,23,702,12,0.086,43.4,18.9,0.016
Terrebonne,Fall_2021,CRMS_0396,intertidal,0.095,29.34186159,-90.88526672,V25,X,B,21F396V25XB,2019-10-23,2021-09-24,NA,50,702,26,0.033,46.7,19.9,0.007
Terrebonne,Fall_2021,CRMS_0396,intertidal,0.095,29.34186159,-90.88526672,V25,Y,A,21F396V25YA,2019-10-23,2021-09-24,NA,66,702,34,0.032,51,22.6,0.007
Terrebonne,Fall_2021,CRMS_0396,intertidal,0.095,29.34186159,-90.88526672,V25,Y,B,21F396V25YB,2019-10-23,2021-09-24,NA,82,702,43,0.018,63,27,0.005
Terrebonne,Fall_2021,CRMS_0396,intertidal,0.095,29.34186159,-90.88526672,V25,Z,A,21F396V25ZA,2019-10-23,2021-09-24,NA,53,702,28,0.039,47.4,21.9,0.008
Terrebonne,Fall_2021,CRMS_0396,intertidal,0.095,29.34186159,-90.88526672,V25,Z,B,21F396V25ZB,2019-10-23,2021-09-24,NA,38,702,20,0.041,47,20.6,0.008
Terrebonne,Fall_2021,CRMS_0396,intertidal,0.095,29.34192338,-90.88462001,V50,X,A,21F396V50XA,2019-10-23,2021-09-24,NA,19,702,10,0.097,40.8,17.9,0.017
Terrebonne,Fall_2021,CRMS_0396,intertidal,0.095,29.34192338,-90.88462001,V50,X,B,21F396V50XB,2019-10-23,2021-09-24,NA,121,702,63,0.076,27.3,11.8,0.009
Terrebonne,Fall_2021,CRMS_0396,intertidal,0.095,29.34192338,-90.88462001,V50,Y,A,21F396V50YA,2019-10-23,2021-09-24,NA,44,702,23,0.106,34.5,15,0.016
Terrebonne,Fall_2021,CRMS_0396,intertidal,0.095,29.34192338,-90.88462001,V50,Y,B,21F396V50YB,2019-10-23,2021-09-24,NA,85,702,44,0.082,27.5,12.5,0.01
Terrebonne,Fall_2021,CRMS_0396,intertidal,0.095,29.34192338,-90.88462001,V50,Z,A,21F396V50ZA,2019-10-23,2021-09-24,NA,41,702,21,0.116,28.1,12.4,0.014
Terrebonne,Fall_2021,CRMS_0396,intertidal,0.095,29.34192338,-90.88462001,V50,Z,B,21F396V50ZB,2019-10-23,2021-09-24,NA,26,702,14,0.057,29.2,11.8,0.007
Atchafalaya,Fall_2021,CRMS_0399,intertidal,0.168,29.29926093,-91.10502813,V25,X,A,21F399V25XA,2019-10-09,2021-09-23,NA,14,715,7,0.092,29.2,10.3,0.01
Atchafalaya,Fall_2021,CRMS_0399,intertidal,0.168,29.29926093,-91.10502813,V25,X,B,21F399V25XB,2019-10-09,2021-09-23,NA,29,715,15,0.112,23.6,9.4,0.01
Atchafalaya,Fall_2021,CRMS_0399,intertidal,0.168,29.29926093,-91.10502813,V25,Y,A,21F399V25YA,2019-10-09,2021-09-23,NA,16,715,8,0.105,35.6,13.4,0.014
Atchafalaya,Fall_2021,CRMS_0399,intertidal,0.168,29.29926093,-91.10502813,V25,Y,B,21F399V25YB,2019-10-09,2021-09-23,NA,17,715,9,0.137,33.4,12.7,0.017
Atchafalaya,Fall_2021,CRMS_0399,intertidal,0.168,29.29926093,-91.10502813,V25,Z,A,21F399V25ZA,2019-10-09,2021-09-23,NA,29,715,15,0.101,27.8,11.5,0.012
Atchafalaya,Fall_2021,CRMS_0399,intertidal,0.168,29.29926093,-91.10502813,V25,Z,B,21F399V25ZB,2019-10-09,2021-09-23,NA,23,715,12,0.146,25.6,10.2,0.015
Atchafalaya,Fall_2021,CRMS_0399,intertidal,0.21,29.29942752,-91.10478423,V50,X,A,21F399V50XA,2019-10-09,2021-09-23,NA,65,715,33,0.084,22.8,9.7,0.008
Atchafalaya,Fall_2021,CRMS_0399,intertidal,0.21,29.29942752,-91.10478423,V50,X,B,21F399V50XB,2019-10-09,2021-09-23,NA,39,715,20,0.08,37.3,14.8,0.012
Atchafalaya,Fall_2021,CRMS_0399,intertidal,0.21,29.29942752,-91.10478423,V50,Y,A,21F399V50YA,2019-10-09,2021-09-23,NA,56,715,29,0.06,31.8,14.7,0.009
Atchafalaya,Fall_2021,CRMS_0399,intertidal,0.21,29.29942752,-91.10478423,V50,Y,B,21F399V50YB,2019-10-09,2021-09-23,NA,34,715,17,0.101,24.7,10.7,0.011
Atchafalaya,Fall_2021,CRMS_0399,intertidal,0.21,29.29942752,-91.10478423,V50,Z,A,21F399V50ZA,2019-10-09,2021-09-23,NA,17,715,9,0.125,23.8,9.4,0.012
Atchafalaya,Fall_2021,CRMS_0399,intertidal,0.21,29.29942752,-91.10478423,V50,Z,B,21F399V50ZB,2019-10-09,2021-09-23,NA,36,715,18,0.075,31.8,12.9,0.01
Terrebonne,Fall_2021,CRMS_0421,intertidal,0.055,29.17143885,-90.8225398,V25,X,A,21F421V25XA,2019-10-23,2021-09-22,NA,62,700,32,0.102,22.1,8.6,0.009
Terrebonne,Fall_2021,CRMS_0421,intertidal,0.055,29.17143885,-90.8225398,V25,X,B,21F421V25XB,2019-10-23,2021-09-22,NA,60,700,31,0.134,19.2,7.3,0.01
Terrebonne,Fall_2021,CRMS_0421,intertidal,0.055,29.17143885,-90.8225398,V25,Y,A,21F421V25YA,2019-10-23,2021-09-22,NA,72,700,38,0.226,20.4,7.5,0.017
Terrebonne,Fall_2021,CRMS_0421,intertidal,0.055,29.17143885,-90.8225398,V25,Y,B,21F421V25YB,2019-10-23,2021-09-22,NA,43,700,22,0.181,20.8,7.6,0.014
Terrebonne,Fall_2021,CRMS_0421,intertidal,0.055,29.17143885,-90.8225398,V25,Z,A,21F421V25ZA,2019-10-23,2021-09-22,NA,134,700,70,0.21,20.9,8,0.017
Terrebonne,Fall_2021,CRMS_0421,intertidal,-0.032,29.17169551,-90.82243665,V50,X,A,21F421V50XA,2019-10-23,2021-09-22,NA,64,700,33,0.132,24.8,9.7,0.013
Terrebonne,Fall_2021,CRMS_0421,intertidal,-0.032,29.17169551,-90.82243665,V50,X,B,21F421V50XB,2019-10-23,2021-09-22,NA,68,700,35,0.114,23.5,9,0.01
Terrebonne,Fall_2021,CRMS_0421,intertidal,-0.032,29.17169551,-90.82243665,V50,Y,A,21F421V50YA,2019-10-23,2021-09-22,NA,34,700,18,0.18,18.5,6.2,0.011
Terrebonne,Fall_2021,CRMS_0421,intertidal,-0.032,29.17169551,-90.82243665,V50,Y,B,21F421V50YB,2019-10-23,2021-09-22,NA,22,700,11,0.218,24.5,9,0.02
Atchafalaya,Fall_2021,WLD_T1,subtidal,-0.089,29.50892093,-91.44446528,INT,X,A,21FM1INTXA,2019-10-04,2021-08-19,NA,65,685,35,0.228,7,2.1,0.005
Atchafalaya,Fall_2021,WLD_T1,subtidal,-0.089,29.50892093,-91.44446528,INT,Y,A,21FM1INTYA,2019-10-04,2021-08-19,NA,85,685,45,0.269,6.5,2.1,0.006
Atchafalaya,Fall_2021,WLD_T1,subtidal,-0.089,29.50892093,-91.44446528,INT,Z,A,21FM1INTZA,2019-10-04,2021-08-19,NA,45,685,24,0.19,8.4,2.9,0.005
Atchafalaya,Fall_2021,WLD_T1,subtidal,-0.135,29.50838834,-91.44364284,SUB,X,A,21FM1SUBXA,2019-10-04,2021-08-19,NA,80,685,43,0.14,7.6,2.2,0.003
Atchafalaya,Fall_2021,WLD_T1,subtidal,-0.135,29.50838834,-91.44364284,SUB,X,B,21FM1SUBXB,2019-10-04,2021-08-19,NA,111,685,59,0.181,8.8,2.7,0.005
Atchafalaya,Fall_2021,WLD_T1,subtidal,-0.135,29.50838834,-91.44364284,SUB,Y,A,21FM1SUBYA,2019-10-04,2021-08-19,NA,59,685,31,0.253,8.6,2.9,0.007
Atchafalaya,Fall_2021,WLD_T1,subtidal,-0.135,29.50838834,-91.44364284,SUB,Y,B,21FM1SUBYB,2019-10-04,2021-08-19,NA,85,685,45,0.228,8.3,2.7,0.006
Atchafalaya,Fall_2021,WLD_T1,subtidal,-0.135,29.50838834,-91.44364284,SUB,Z,A,21FM1SUBZA,2019-10-04,2021-08-19,NA,68,685,36,0.176,7.6,2.2,0.004
Atchafalaya,Fall_2021,WLD_T1,subtidal,-0.135,29.50838834,-91.44364284,SUB,Z,B,21FM1SUBZB,2019-10-04,2021-08-19,NA,69,685,37,0.221,7.4,2.1,0.005
Atchafalaya,Fall_2021,WLD_T1,supratidal,0.482,29.51004287,-91.44485335,SUP,X,A,21FM1SUPXA,2019-10-04,2021-08-19,NA,88,685,47,0.485,10.4,3.5,0.017
Atchafalaya,Fall_2021,WLD_T1,supratidal,0.482,29.51004287,-91.44485335,SUP,X,B,21FM1SUPXB,2019-10-04,2021-08-19,NA,72,685,38,0.562,5.7,1.7,0.009
Atchafalaya,Fall_2021,WLD_T1,supratidal,0.482,29.51004287,-91.44485335,SUP,Y,A,21FM1SUPYA,2019-10-04,2021-08-19,NA,78,685,42,0.47,8.1,2.7,0.013
Atchafalaya,Fall_2021,WLD_T1,supratidal,0.482,29.51004287,-91.44485335,SUP,Y,B,21FM1SUPYB,2019-10-04,2021-08-19,NA,80,685,43,0.467,8.2,3.1,0.015
Atchafalaya,Fall_2021,WLD_T1,supratidal,0.482,29.51004287,-91.44485335,SUP,Z,A,21FM1SUPZA,2019-10-04,2021-08-19,NA,80,685,43,0.589,7.1,2.3,0.013
Atchafalaya,Fall_2021,WLD_T3,subtidal,-0.147,29.49543878,-91.44170891,INT,X,A,21FM2INTXA,2019-10-04,-9999,Marker scoured; no feldspar detectable. Station reployed on 6/17/21. Next measurement to occur March 2022.,-9999,-9999,-9999,-9999,-9999,-9999,-9999
Atchafalaya,Fall_2021,WLD_T3,subtidal,-0.147,29.49543878,-91.44170891,INT,X,B,21FM2INTXB,2019-10-04,-9999,Marker scoured; no feldspar detectable. Station reployed on 6/17/21. Next measurement to occur March 2022.,-9999,-9999,-9999,-9999,-9999,-9999,-9999
Atchafalaya,Fall_2021,WLD_T3,subtidal,-0.147,29.49543878,-91.44170891,INT,Y,A,21FM2INTYA,2019-10-04,-9999,Marker scoured; no feldspar detectable. Station reployed on 6/17/21. Next measurement to occur March 2022.,-9999,-9999,-9999,-9999,-9999,-9999,-9999
Atchafalaya,Fall_2021,WLD_T3,subtidal,-0.147,29.49543878,-91.44170891,INT,Y,B,21FM2INTYB,2019-10-04,-9999,Marker scoured; no feldspar detectable. Station reployed on 6/17/21. Next measurement to occur March 2022.,-9999,-9999,-9999,-9999,-9999,-9999,-9999
Atchafalaya,Fall_2021,WLD_T3,subtidal,-0.147,29.49543878,-91.44170891,INT,Z,A,21FM2INTZA,2019-10-04,-9999,Marker scoured; no feldspar detectable. Station reployed on 6/17/21. Next measurement to occur March 2022.,-9999,-9999,-9999,-9999,-9999,-9999,-9999
Atchafalaya,Fall_2021,WLD_T3,subtidal,-0.147,29.49543878,-91.44170891,INT,Z,B,21FM2INTZB,2019-10-04,-9999,Marker scoured; no feldspar detectable. Station reployed on 6/17/21. Next measurement to occur March 2022.,-9999,-9999,-9999,-9999,-9999,-9999,-9999
Atchafalaya,Fall_2021,WLD_T3,subtidal,-0.269,29.49547534,-91.44216698,SUB,X,A,21FM2SUBXA,2019-10-04,2021-08-19,NA,35,685,19,0.262,4.7,1.2,0.003
Atchafalaya,Fall_2021,WLD_T3,subtidal,-0.269,29.49547534,-91.44216698,SUB,X,B,21FM2SUBXB,2019-10-04,2021-08-19,NA,36,685,19,0.271,5,1.4,0.004
Atchafalaya,Fall_2021,WLD_T3,subtidal,-0.269,29.49547534,-91.44216698,SUB,Y,A,21FM2SUBYA,2019-10-04,2021-08-19,NA,34,685,18,0.379,4.7,1.1,0.004
Atchafalaya,Fall_2021,WLD_T3,subtidal,-0.269,29.49547534,-91.44216698,SUB,Y,B,21FM2SUBYB,2019-10-04,2021-08-19,NA,26,685,14,0.358,4.7,1.3,0.004
Atchafalaya,Fall_2021,WLD_T3,subtidal,-0.269,29.49547534,-91.44216698,SUB,Z,A,21FM2SUBZA,2019-10-04,2021-08-19,NA,45,685,24,0.265,5.2,1.3,0.004
Atchafalaya,Fall_2021,WLD_T3,subtidal,-0.269,29.49547534,-91.44216698,SUB,Z,B,21FM2SUBZB,2019-10-04,2021-08-19,NA,51,685,27,0.29,4.7,1.1,0.003
Atchafalaya,Fall_2021,WLD_T3,intertidal,0.249,29.49446139,-91.44106216,SUP,X,A,21FM2SUPXA,2019-10-04,2021-08-19,NA,117,685,62,0.525,5.2,1.5,0.008
Atchafalaya,Fall_2021,WLD_T3,intertidal,0.249,29.49446139,-91.44106216,SUP,X,B,21FM2SUPXB,2019-10-04,2021-08-19,NA,117,685,62,0.7,5,1.4,0.01
Atchafalaya,Fall_2021,WLD_T3,intertidal,0.249,29.49446139,-91.44106216,SUP,Y,A,21FM2SUPYA,2019-10-04,2021-08-19,NA,115,685,61,0.416,6,1.8,0.007
Atchafalaya,Fall_2021,WLD_T3,intertidal,0.249,29.49446139,-91.44106216,SUP,Y,B,21FM2SUPYB,2019-10-04,2021-08-19,NA,116,685,62,0.641,5,1.3,0.008
Atchafalaya,Fall_2021,WLD_T3,intertidal,0.249,29.49446139,-91.44106216,SUP,Z,A,21FM2SUPZA,2019-10-04,2021-08-19,NA,101,685,54,0.446,5.8,1.7,0.008
Atchafalaya,Fall_2021,WLD_T3,intertidal,0.249,29.49446139,-91.44106216,SUP,Z,B,21FM2SUPZB,2019-10-04,2021-08-19,NA,80,685,43,0.553,5.2,1.4,0.008
